Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP0138674,Male,No,2,Not Graduate,No,14261,4646,380,360,1,Semiurban
LP0134715,Female,Yes,3+,Graduate,Yes,12850,4806,462,480,1,Rural
LP0131401,Male,No,2,Graduate,No,15843,0,242,360,1,Rural
LP0100846,Female,No,2,Not Graduate,No,9938,4307,237,360,1,Urban
LP0122367,Female,No,0,Graduate,No,4341,2690,521,360,1,Urban
LP0111481,Male,Yes,0,Graduate,Yes,15923,1368,512,360,1,Rural
LP0128890,Male,Yes,0,Not Graduate,Yes,4475,2551,564,360,1,Semiurban
LP0136112,Male,Yes,1,Graduate,No,5039,0,421,360,1,Semiurban
LP0105263,Male,No,0,Graduate,Yes,7325,0,569,360,1,Semiurban
LP0125110,Male,No,3+,Not Graduate,Yes,4961,0,499,360,1,Semiurban
LP0125796,Female,No,1,Graduate,Yes,11945,0,505,360,1,Semiurban
LP0100476,Female,Yes,1,Graduate,No,8234,0,188,120,0,Rural
LP0127331,Female,Yes,0,Graduate,Yes,8104,2460,246,360,1,Urban
LP0101431,Male,No,0,Graduate,No,6035,4655,88,360,1,Semiurban
LP0120389,Male,Yes,0,Not Graduate,Yes,2650,0,471,360,1,Rural
LP0117629,Male,No,0,Not Graduate,Yes,2389,3763,330,360,1,Semiurban
LP0105179,Male,Yes,1,Graduate,No,13754,1396,312,360,1,Semiurban
LP099653,Female,Yes,0,Not Graduate,No,14986,4782,451,360,1,Urban
LP0118457,Female,Yes,1,Graduate,No,9443,4060,198,360,1,Semiurban
LP0121021,Male,Yes,1,Graduate,No,4283,2961,333,360,1,Urban
LP0139078,Male,Yes,1,Graduate,Yes,9630,2146,130,360,1,Urban
LP0122980,Male,No,0,Graduate,No,14819,2990,77,360,1,Rural
LP0137779,Female,No,0,Graduate,No,8692,2678,573,360,1,Rural
LP096472,Male,Yes,0,Not Graduate,Yes,13161,4742,145,240,1,Semiurban
LP0114237,Male,Yes,2,Graduate,Yes,1464,3323,281,360,0,Rural
LP0110233,Female,Yes,0,Not Graduate,Yes,5882,0,333,360,1,Rural
LP0137403,Female,No,0,Not Graduate,Yes,4504,1582,93,360,1,Semiurban
LP0109206,Male,Yes,0,Graduate,No,11522,2784,534,240,1,Rural
LP0102563,Male,Yes,1,Graduate,No,11485,4902,343,360,1,Rural
LP0129294,Female,Yes,3+,Not Graduate,Yes,5514,3824,248,360,1,Urban
LP0115454,Male,No,2,Graduate,Yes,7029,0,550,180,1,Rural
LP0103791,Male,Yes,0,Graduate,No,12426,0,319,360,0,Urban
LP0102643,Male,No,2,Not Graduate,Yes,10347,0,271,360,1,Urban
LP0136885,Male,No,1,Graduate,Yes,6356,0,320,360,1,Rural
LP0109454,Male,Yes,2,Not Graduate,Yes,9364,2219,240,360,1,Rural
LP0129045,Male,No,3+,Graduate,No,10974,0,464,360,1,Rural
LP0129724,Male,No,0,Graduate,No,6394,3157,62,360,1,Semiurban
LP0124098,Female,Yes,0,Graduate,Yes,6581,3615,96,360,1,Rural
LP0139188,Female,Yes,0,Graduate,No,3163,1728,165,360,1,Rural
LP0117618,Male,No,0,Not Graduate,No,14736,0,490,360,1,Rural
LP0126368,Male,No,2,Not Graduate,Yes,5372,1815,309,360,1,Rural
LP097409,Male,Yes,2,Not Graduate,No,2608,1346,451,360,1,Rural
LP0120538,Male,Yes,0,Graduate,No,8370,1335,325,360,0,Urban
LP0134959,Male,Yes,0,Graduate,No,6429,2981,425,360,1,Semiurban
LP0128132,Male,Yes,0,Not Graduate,Yes,13409,3409,513,360,1,Urban
LP0102604,Female,Yes,3+,Graduate,Yes,4437,2084,66,360,1,Urban
LP0106773,Male,No,0,Not Graduate,No,12012,0,478,360,0,Urban
LP0119755,Male,Yes,1,Graduate,No,14425,0,568,240,1,Rural
LP0107290,Male,No,0,Graduate,Yes,8374,0,274,180,1,Semiurban
LP0137871,Female,No,3+,Graduate,No,8045,3579,392,360,1,Urban
LP0110705,Male,Yes,2,Not Graduate,No,12616,2527,518,480,1,Semiurban
LP097172,Male,Yes,1,Graduate,No,2092,4591,352,360,1,Rural
LP0127892,Female,No,2,Not Graduate,Yes,1687,2904,598,360,1,Rural
LP0129760,Male,Yes,0,Graduate,No,4337,0,552,480,1,Urban
LP0117973,Male,Yes,2,Not Graduate,Yes,2634,4083,205,360,1,Semiurban
LP0130683,Male,Yes,0,Not Graduate,Yes,8718,1764,166,360,1,Rural
LP0138173,Male,No,2,Graduate,No,6240,0,299,360,1,Urban
LP0138073,Male,No,2,Not Graduate,No,14262,3210,516,180,1,Semiurban
LP0120800,Female,Yes,2,Not Graduate,Yes,10413,4656,568,360,1,Semiurban
LP0101811,Female,No,0,Not Graduate,Yes,1931,4485,93,360,1,Urban
LP0102442,Female,No,3+,Graduate,Yes,9988,3892,250,360,1,Rural
LP0130881,Female,No,2,Graduate,No,11169,4559,268,360,1,Rural
LP0117937,Female,No,2,Graduate,No,11070,0,498,360,1,Semiurban
LP0116535,Female,No,1,Graduate,No,12866,4654,290,360,1,Urban
LP0105993,Female,No,2,Graduate,Yes,5401,2456,90,240,1,Rural
LP0102848,Male,No,0,Graduate,No,3806,1353,410,360,1,Urban
LP0128856,Female,No,0,Graduate,No,7704,3817,160,480,1,Rural
LP0109582,Male,Yes,0,Not Graduate,Yes,14904,4920,272,360,1,Urban
LP0129638,Female,Yes,0,Not Graduate,No,3232,3572,261,360,0,Urban
LP0135597,Female,Yes,1,Not Graduate,Yes,3681,0,252,480,1,Rural
LP0128523,Female,Yes,0,Graduate,Yes,14748,1771,212,120,1,Rural
LP0134538,Female,No,0,Graduate,Yes,8853,3256,462,360,1,Urban
LP0117141,Male,No,2,Graduate,No,11668,3701,197,240,1,Semiurban
LP099634,Female,No,0,Not Graduate,Yes,6937,0,579,360,0,Urban
LP0125392,Male,Yes,0,Graduate,No,6954,4807,307,360,1,Rural
LP0123762,Female,Yes,0,Graduate,Yes,11634,0,556,360,0,Rural
LP0103615,Male,Yes,1,Not Graduate,Yes,13946,4842,524,360,0,Semiurban
LP0121508,Male,No,0,Not Graduate,No,4627,0,473,360,1,Urban
LP096816,Female,Yes,0,Graduate,No,4035,3692,60,360,1,Rural
LP0106209,Male,Yes,0,Graduate,Yes,14688,2536,324,360,1,Urban
LP0137758,Male,No,0,Not Graduate,Yes,12754,1720,434,180,0,Rural
LP0116597,Female,Yes,0,Not Graduate,Yes,8457,4946,202,360,1,Semiurban
LP0107146,Female,Yes,2,Graduate,No,1442,2569,517,360,1,Urban
LP0125748,Male,Yes,0,Not Graduate,Yes,14424,4651,194,360,0,Semiurban
LP0115026,Male,No,1,Graduate,Yes,5404,0,480,360,1,Semiurban
LP0134033,Male,No,1,Not Graduate,No,13284,2402,554,360,1,Rural
LP0112070,Female,No,0,Graduate,No,3661,4844,537,360,1,Semiurban
LP0132436,Male,Yes,0,Not Graduate,Yes,4700,3338,302,360,1,Rural
LP0103689,Male,No,1,Not Graduate,No,13836,4277,343,360,1,Semiurban
LP0139500,Male,Yes,1,Graduate,Yes,11819,2328,62,360,1,Semiurban
LP0107490,Male,Yes,0,Not Graduate,No,2613,1877,598,360,0,Urban
LP0138556,Male,Yes,0,Graduate,No,9167,3637,566,360,1,Rural
LP0131893,Male,No,0,Graduate,No,13594,1521,303,360,1,Urban
LP0131842,Female,Yes,0,Not Graduate,No,7700,4692,180,360,0,Urban
LP0135238,Female,No,0,Not Graduate,No,7632,2308,133,360,1,Semiurban
LP0139080,Male,Yes,0,Graduate,Yes,9046,3466,175,360,1,Semiurban
LP0134491,Female,No,0,Not Graduate,Yes,5774,4377,408,480,1,Semiurban
LP0136066,Female,Yes,0,Not Graduate,No,5502,2324,563,360,1,Urban
LP0108155,Female,No,0,Graduate,Yes,10092,4910,333,360,1,Urban
LP0104654,Female,Yes,2,Graduate,Yes,14379,0,125,360,1,Semiurban
LP0116188,Female,No,0,Graduate,No,14429,4519,583,360,1,Semiurban
LP0132491,Female,Yes,0,Graduate,Yes,14227,4865,512,120,1,Semiurban
LP0116520,Female,Yes,0,Not Graduate,No,8191,2317,90,360,1,Semiurban
LP0138949,Female,No,0,Graduate,No,1459,0,98,360,1,Rural
LP0120728,Male,Yes,2,Graduate,No,2617,2656,186,360,1,Semiurban
LP0129333,Female,Yes,3+,Graduate,No,14207,3521,458,360,1,Urban
LP0110453,Female,Yes,0,Not Graduate,No,4328,0,167,360,1,Rural
LP0109254,Female,Yes,0,Not Graduate,No,12489,0,346,360,1,Urban
LP0130235,Female,Yes,0,Graduate,Yes,10181,3524,141,360,1,Urban
LP0114213,Male,No,0,Graduate,No,6937,0,504,360,1,Rural
LP0123826,Male,No,0,Graduate,No,9664,2648,568,360,1,Rural
LP0105472,Male,Yes,0,Graduate,Yes,15276,4389,500,360,0,Semiurban
LP0103499,Female,Yes,0,Not Graduate,Yes,15457,2105,447,360,1,Semiurban
LP0105535,Male,Yes,3+,Not Graduate,No,4651,3542,305,360,1,Rural
LP0120964,Male,Yes,0,Not Graduate,No,10746,3465,375,180,1,Semiurban
LP0132776,Female,No,0,Not Graduate,No,12872,2385,151,360,1,Semiurban
LP0108268,Male,Yes,0,Not Graduate,No,14021,2490,203,360,1,Semiurban
LP0129405,Female,No,1,Not Graduate,Yes,15718,3185,565,480,1,Rural
LP0132808,Female,Yes,1,Not Graduate,Yes,6028,4328,585,360,1,Rural
LP0112115,Male,Yes,2,Graduate,No,13212,1598,225,360,0,Rural
LP0133418,Male,Yes,1,Not Graduate,Yes,6968,0,283,360,1,Rural
LP098725,Female,Yes,0,Not Graduate,No,15513,1384,402,360,1,Rural
LP0122630,Female,Yes,2,Graduate,Yes,6291,0,92,360,1,Urban
LP0135822,Male,Yes,0,Not Graduate,Yes,13421,0,547,360,1,Urban
LP0117409,Female,No,0,Not Graduate,No,7204,0,173,360,1,Urban
LP0135512,Male,Yes,3+,Not Graduate,No,9662,1869,66,360,1,Urban
LP0103234,Female,No,0,Not Graduate,No,12546,2787,461,360,1,Semiurban
LP0115532,Male,Yes,3+,Not Graduate,No,6060,1565,273,360,0,Urban
LP0123498,Male,No,0,Graduate,Yes,2324,0,530,360,1,Urban
LP0102760,Female,Yes,0,Graduate,No,7005,5000,452,360,1,Urban
LP0118626,Male,Yes,0,Graduate,Yes,13230,2080,388,360,1,Rural
LP0111556,Male,No,0,Not Graduate,No,1359,4329,353,360,1,Urban
LP0137879,Female,No,0,Not Graduate,No,3648,4474,233,360,1,Semiurban
LP0100178,Female,No,1,Graduate,Yes,9871,0,470,360,1,Rural
LP0109041,Male,Yes,0,Graduate,Yes,15416,0,522,360,1,Semiurban
LP0137437,Male,No,0,Not Graduate,Yes,11459,4058,353,360,0,Rural
LP0136023,Male,No,0,Graduate,No,12812,2107,213,180,1,Urban
LP0138418,Male,Yes,0,Not Graduate,No,4765,4354,336,360,1,Urban
LP0130856,Female,No,2,Not Graduate,No,14944,1879,67,180,1,Rural
LP098021,Male,No,0,Not Graduate,Yes,10459,0,61,360,1,Rural
LP0117674,Female,Yes,2,Not Graduate,No,11986,1884,323,360,0,Rural
LP0131057,Female,Yes,0,Graduate,No,8072,1222,197,360,1,Semiurban
LP0137003,Female,Yes,2,Graduate,No,14580,4931,575,360,1,Semiurban
LP0127358,Male,Yes,0,Graduate,No,12460,1314,132,360,1,Semiurban
LP0123453,Female,No,0,Graduate,No,11285,0,93,360,0,Semiurban
LP0139352,Female,No,1,Not Graduate,Yes,6373,3334,576,360,0,Urban
LP0114738,Female,No,0,Not Graduate,No,2504,2026,224,360,1,Urban
LP0118501,Female,No,0,Graduate,No,13497,2330,100,360,1,Urban
LP0107906,Male,Yes,1,Graduate,No,11868,4210,133,360,1,Rural
LP0127280,Male,No,0,Graduate,Yes,9496,1901,193,360,1,Semiurban
LP0135977,Female,No,2,Graduate,Yes,1877,1998,413,360,1,Urban
LP0121133,Male,No,2,Not Graduate,Yes,4524,1405,419,360,1,Urban
LP0102899,Male,Yes,2,Graduate,Yes,6529,0,185,360,1,Rural
LP0114671,Female,No,1,Not Graduate,Yes,14259,1442,525,360,1,Rural
LP0111552,Male,Yes,2,Not Graduate,Yes,10997,3404,555,360,1,Urban
LP0116069,Female,No,0,Not Graduate,Yes,4773,4339,262,360,1,Rural
LP0136488,Male,No,0,Graduate,No,7001,0,584,360,1,Semiurban
LP0139725,Female,No,0,Not Graduate,Yes,4705,4553,560,180,1,Rural
LP0131142,Female,No,1,Not Graduate,No,2343,4667,457,360,1,Urban
LP0120785,Male,Yes,0,Not Graduate,Yes,4044,2728,200,240,1,Semiurban
LP0126359,Male,No,1,Not Graduate,No,8021,3582,196,360,1,Urban
LP0104449,Male,Yes,0,Not Graduate,Yes,10396,0,196,360,1,Urban
LP0128732,Female,No,3+,Graduate,Yes,1427,0,543,180,1,Urban
LP0115943,Male,Yes,2,Graduate,Yes,1858,1628,336,360,1,Rural
LP0136809,Male,Yes,2,Graduate,No,1374,1376,579,360,1,Rural
LP0131516,Male,Yes,1,Graduate,Yes,14527,4691,294,360,1,Urban
LP0122184,Female,No,0,Not Graduate,No,11759,4483,484,360,0,Rural
LP099145,Female,No,0,Not Graduate,No,13799,4173,89,360,1,Urban
LP0133854,Female,No,0,Graduate,Yes,1724,3599,377,360,1,Rural
LP0100645,Female,No,0,Graduate,Yes,8887,4835,117,360,0,Rural
LP0115975,Female,Yes,2,Graduate,Yes,12312,4201,583,360,1,Semiurban
LP0131311,Male,Yes,0,Graduate,No,14841,3636,361,120,1,Urban
LP0124992,Male,No,0,Graduate,Yes,11603,3939,251,360,1,Rural
LP0105668,Male,No,1,Not Graduate,Yes,11759,2488,404,360,1,Urban
LP0108217,Male,Yes,1,Not Graduate,No,14875,0,183,120,1,Semiurban
LP0135061,Male,Yes,2,Not Graduate,No,6395,1907,361,180,1,Urban
LP0133340,Male,Yes,3+,Not Graduate,No,15086,3710,548,360,1,Urban
LP0130500,Male,Yes,0,Not Graduate,Yes,4778,1441,182,360,1,Semiurban
LP0120769,Male,Yes,1,Graduate,Yes,5373,3901,397,360,1,Rural
LP096331,Female,Yes,0,Graduate,Yes,5595,2163,496,180,1,Semiurban
LP0119445,Male,No,2,Graduate,No,12638,4593,120,360,1,Semiurban
LP0113883,Male,Yes,2,Not Graduate,No,9034,3926,485,360,0,Urban
LP0109001,Female,No,0,Graduate,Yes,4306,4916,60,360,1,Semiurban
LP0109680,Female,Yes,1,Not Graduate,Yes,14080,3240,274,360,1,Urban
LP0126644,Male,No,2,Graduate,No,2844,3730,490,480,1,Urban
LP0119518,Female,No,0,Graduate,Yes,14509,4429,185,360,0,Rural
LP0112677,Female,No,0,Not Graduate,Yes,8794,3481,584,120,1,Urban
LP0102128,Male,Yes,1,Graduate,Yes,3140,3070,241,360,0,Urban
LP0101145,Male,No,2,Not Graduate,Yes,15376,1651,335,360,1,Semiurban
LP099205,Female,No,0,Graduate,No,7504,0,600,360,1,Rural
LP0128713,Female,No,0,Graduate,Yes,7290,0,505,480,1,Semiurban
LP0118579,Male,No,0,Graduate,Yes,15435,4413,377,360,1,Urban
LP0117147,Male,No,2,Graduate,No,5702,3560,572,120,1,Semiurban
LP098008,Male,Yes,1,Not Graduate,No,7205,4506,514,360,1,Semiurban
LP0102800,Female,No,0,Graduate,No,8379,3819,297,360,0,Rural
LP0132994,Male,Yes,1,Not Graduate,No,4080,2290,548,360,1,Urban
LP0139538,Female,Yes,3+,Graduate,Yes,4155,1447,535,360,1,Semiurban
LP097111,Male,Yes,0,Not Graduate,No,2781,3452,291,360,1,Rural
LP0103100,Male,Yes,1,Not Graduate,No,3025,3484,188,360,1,Semiurban
LP0102698,Female,No,1,Graduate,Yes,11352,3965,87,360,1,Urban
LP098625,Male,No,2,Not Graduate,Yes,8899,3835,226,360,1,Rural
LP0111255,Female,No,0,Not Graduate,No,8066,0,155,360,1,Urban
LP0117398,Female,No,0,Not Graduate,Yes,4051,2924,231,360,1,Urban
LP099259,Female,Yes,2,Graduate,Yes,9555,1278,417,360,1,Rural
LP0100902,Female,Yes,0,Graduate,Yes,14368,0,369,360,1,Urban
LP0127032,Female,Yes,2,Graduate,Yes,14398,2001,208,360,1,Urban
LP0120383,Male,Yes,0,Not Graduate,No,4521,0,112,120,1,Urban
LP097832,Male,Yes,2,Graduate,No,4025,3982,263,180,1,Urban
LP0119749,Male,No,0,Not Graduate,Yes,15977,1404,566,360,1,Urban
LP0112499,Male,No,0,Graduate,Yes,8521,3097,440,360,1,Semiurban
LP0125158,Male,Yes,0,Not Graduate,Yes,15484,0,478,360,1,Rural
LP0102129,Female,Yes,2,Graduate,No,10650,2075,114,360,0,Semiurban
LP0100492,Male,Yes,0,Graduate,Yes,12771,3208,463,360,1,Semiurban
LP0138548,Female,Yes,0,Graduate,Yes,4036,2074,485,360,1,Semiurban
LP0129535,Female,Yes,2,Not Graduate,Yes,5394,0,164,360,1,Urban
LP096744,Female,Yes,2,Not Graduate,Yes,11610,4547,491,360,1,Urban
LP0134644,Male,No,1,Not Graduate,No,10918,4729,112,360,1,Rural
LP0115383,Male,No,3+,Graduate,Yes,11301,4680,466,360,0,Semiurban
LP0121642,Female,Yes,2,Graduate,Yes,15058,3028,348,360,1,Rural
LP0137195,Female,No,3+,Graduate,Yes,13739,1530,87,480,1,Semiurban
LP0129802,Male,No,0,Not Graduate,Yes,11332,4362,71,360,1,Rural
LP0127858,Female,Yes,2,Graduate,No,12599,4257,358,360,0,Rural
LP0133724,Female,No,2,Graduate,No,6542,2390,104,480,1,Urban
LP0114983,Male,Yes,0,Not Graduate,No,11571,2471,94,360,0,Rural
LP098606,Female,Yes,0,Not Graduate,Yes,6177,2347,242,360,1,Rural
LP0115013,Female,Yes,2,Not Graduate,Yes,2777,2999,272,360,1,Semiurban
LP0101233,Male,No,0,Graduate,Yes,7016,3036,371,360,1,Urban
LP0114352,Female,No,0,Graduate,Yes,3208,1988,530,180,1,Urban
LP0108847,Male,No,0,Graduate,No,7531,3055,481,360,1,Urban
LP0121757,Male,Yes,1,Graduate,Yes,3581,1496,489,360,1,Rural
LP0124240,Female,Yes,1,Not Graduate,No,8909,1941,409,360,1,Semiurban
LP098813,Male,Yes,3+,Graduate,No,14048,4303,332,360,1,Rural
LP097810,Male,No,2,Not Graduate,Yes,11945,4290,481,360,1,Semiurban
LP0120341,Male,No,2,Graduate,No,7186,2061,426,360,1,Rural
LP097500,Male,No,0,Not Graduate,No,4544,3894,380,180,1,Rural
LP0126595,Female,Yes,0,Graduate,No,3378,3951,591,360,1,Urban
LP0138792,Male,No,2,Not Graduate,No,15413,3359,575,360,0,Urban
LP097133,Female,No,2,Not Graduate,No,10566,2838,522,360,1,Rural
LP0110031,Female,Yes,0,Graduate,Yes,3341,3643,75,360,1,Semiurban
LP0134106,Female,Yes,2,Not Graduate,Yes,6594,2128,561,240,1,Rural
LP097090,Male,Yes,3+,Graduate,No,14029,0,244,240,1,Urban
LP0114364,Female,Yes,0,Not Graduate,Yes,9538,0,467,360,1,Rural
LP0132225,Female,Yes,1,Not Graduate,Yes,3579,0,388,360,1,Urban
LP0115618,Male,No,0,Graduate,No,15005,3416,173,360,1,Semiurban
LP0126123,Female,Yes,0,Not Graduate,Yes,11766,1597,220,360,0,Semiurban
LP0103172,Male,No,0,Not Graduate,Yes,11704,2965,465,240,1,Rural
LP0124133,Female,Yes,0,Graduate,Yes,12219,4309,180,360,1,Semiurban
LP0102658,Female,No,1,Not Graduate,No,5019,3521,195,360,1,Rural
LP0101376,Female,Yes,0,Graduate,No,10578,1447,276,360,0,Semiurban
LP0134850,Female,No,1,Graduate,Yes,11117,3951,403,360,0,Urban
LP0109744,Female,No,1,Not Graduate,Yes,12506,0,588,120,1,Rural
LP0114022,Female,No,1,Graduate,No,15683,0,214,360,1,Semiurban
LP0122892,Male,No,0,Not Graduate,No,7478,4212,438,180,1,Urban
LP0108914,Female,No,2,Not Graduate,Yes,15271,4940,415,360,1,Urban
LP0132478,Female,Yes,2,Not Graduate,Yes,2455,0,579,120,1,Semiurban
LP0125725,Female,Yes,0,Graduate,No,6352,4468,410,360,1,Urban
LP0116393,Female,No,0,Not Graduate,Yes,13274,2402,124,360,1,Semiurban
LP0104038,Male,Yes,2,Graduate,Yes,13477,1755,113,360,1,Semiurban
LP0107240,Male,Yes,0,Graduate,Yes,5602,2925,443,360,1,Rural
LP0103530,Male,Yes,2,Graduate,Yes,5952,1385,143,360,1,Rural
LP0125347,Female,No,2,Graduate,No,11452,3654,481,360,1,Rural
LP0114422,Male,No,2,Not Graduate,Yes,5383,3570,232,360,1,Urban
LP0127681,Male,No,0,Not Graduate,Yes,15308,3655,357,360,1,Rural
LP0116153,Female,Yes,0,Graduate,No,8147,0,152,240,1,Semiurban
LP098620,Female,Yes,2,Graduate,Yes,7441,3728,225,360,1,Semiurban
LP0134531,Male,No,0,Graduate,No,12378,3253,383,360,1,Rural
LP0102820,Female,No,0,Graduate,Yes,15789,2695,248,360,1,Urban
LP0123902,Male,Yes,0,Not Graduate,Yes,6313,3125,556,360,1,Semiurban
LP0100540,Male,Yes,0,Graduate,Yes,6815,3767,311,360,1,Rural
LP0103144,Male,Yes,1,Not Graduate,No,12683,4622,332,360,1,Urban
LP0133140,Female,Yes,0,Graduate,Yes,9263,2616,381,360,0,Urban
LP0109334,Female,Yes,3+,Not Graduate,No,15603,1649,596,360,0,Urban
LP0127308,Male,No,0,Graduate,Yes,12560,4412,276,360,1,Rural
LP0119785,Male,No,1,Graduate,No,15184,2734,494,360,1,Rural
LP0110673,Male,Yes,0,Not Graduate,No,15510,2132,296,360,0,Urban
LP0135387,Female,No,0,Graduate,Yes,10403,1608,205,360,1,Urban
LP0137112,Female,No,2,Graduate,Yes,9621,0,66,240,1,Semiurban
LP0107950,Male,Yes,1,Not Graduate,Yes,6391,0,396,360,0,Semiurban
LP0129644,Male,Yes,0,Graduate,No,13018,0,67,180,1,Urban
LP0102697,Male,No,0,Graduate,Yes,10905,1577,503,360,1,Urban
LP0124482,Male,No,3+,Not Graduate,No,8804,2327,93,360,1,Urban
LP0139450,Male,No,2,Graduate,Yes,2373,2055,164,360,1,Urban
LP0111780,Female,No,3+,Graduate,Yes,10053,1313,511,360,0,Urban
LP0116164,Female,No,0,Graduate,Yes,15731,0,371,360,1,Rural
LP0117390,Male,Yes,1,Graduate,No,9788,0,361,360,1,Urban
LP0135380,Female,Yes,0,Not Graduate,No,7700,4427,405,360,0,Semiurban
LP0131006,Male,No,0,Not Graduate,Yes,12825,2507,336,360,1,Urban
LP0139964,Male,No,1,Not Graduate,No,12112,3203,332,360,1,Semiurban
LP0138183,Male,No,0,Graduate,No,6677,4594,368,360,0,Semiurban
LP0126505,Female,Yes,0,Graduate,No,10574,0,528,360,1,Urban
LP0138014,Female,Yes,1,Graduate,No,3759,0,495,360,0,Semiurban
LP0137815,Male,No,0,Not Graduate,No,13790,4207,317,360,1,Rural
LP0102216,Male,No,0,Graduate,No,8292,2070,467,360,1,Urban
LP0107205,Female,No,0,Not Graduate,Yes,15122,2858,219,360,1,Rural
LP0125845,Female,No,1,Graduate,No,12995,4261,465,120,0,Urban
LP0100375,Female,No,0,Graduate,No,12372,0,414,360,1,Urban
LP0133617,Female,No,0,Graduate,No,15605,0,396,360,1,Urban
LP0116387,Male,Yes,0,Not Graduate,Yes,13930,0,507,360,1,Rural
LP0110125,Male,Yes,0,Not Graduate,No,15410,0,278,360,1,Semiurban
LP0103150,Male,No,0,Not Graduate,No,13803,3110,426,120,1,Urban
LP0130950,Male,Yes,1,Not Graduate,Yes,11976,3744,511,360,1,Urban
LP0133012,Male,Yes,0,Not Graduate,Yes,15564,2555,439,240,1,Semiurban
LP0103706,Female,Yes,0,Not Graduate,No,2887,0,188,360,0,Urban
LP0124733,Female,Yes,0,Graduate,Yes,12572,2662,551,360,0,Semiurban
LP0111880,Male,No,0,Graduate,No,11845,3328,597,480,1,Rural
LP0115936,Female,No,0,Not Graduate,Yes,9527,0,578,360,1,Urban
LP0102365,Male,No,0,Graduate,No,8762,4959,193,360,1,Urban
LP0105963,Female,Yes,3+,Not Graduate,No,8534,0,193,120,1,Semiurban
LP0100336,Male,No,0,Graduate,Yes,14163,3948,580,360,1,Urban
LP0120708,Female,Yes,1,Graduate,Yes,8708,0,132,360,1,Urban
LP0133038,Female,Yes,1,Graduate,No,12965,4382,222,360,1,Urban
LP0126083,Female,No,0,Not Graduate,Yes,15949,0,255,180,1,Semiurban
LP0114879,Female,Yes,0,Not Graduate,No,4203,0,339,360,1,Urban
LP0104023,Female,Yes,2,Graduate,No,14807,0,247,360,1,Rural
LP0124119,Female,Yes,0,Not Graduate,Yes,15727,0,186,360,1,Semiurban
LP0106524,Male,Yes,1,Graduate,No,12007,0,112,360,1,Semiurban
LP0114390,Female,Yes,1,Graduate,Yes,11434,2660,189,360,1,Urban
LP099696,Female,Yes,1,Graduate,No,1938,0,282,360,1,Rural
LP098618,Male,Yes,3+,Not Graduate,Yes,7774,4144,347,360,1,Rural
LP0117712,Male,No,3+,Not Graduate,No,5797,1314,229,360,1,Urban
LP0106505,Male,Yes,0,Not Graduate,Yes,2598,2403,217,360,1,Rural
LP0108761,Male,No,2,Not Graduate,Yes,4272,0,310,360,1,Urban
LP0108134,Female,No,2,Graduate,Yes,5741,3423,147,360,1,Rural
LP0132507,Female,No,2,Graduate,Yes,10985,1977,98,360,1,Rural
LP0108118,Female,Yes,2,Not Graduate,No,9070,1944,337,360,1,Semiurban
LP099361,Male,Yes,3+,Graduate,Yes,7840,1310,342,360,0,Rural
LP0113444,Female,Yes,1,Graduate,No,7507,3872,264,360,1,Semiurban
LP098491,Male,Yes,0,Graduate,No,10671,0,95,360,1,Urban
LP0106248,Female,Yes,0,Graduate,No,11584,4989,417,360,1,Urban
LP0102386,Female,Yes,1,Graduate,Yes,13517,1684,362,360,1,Urban
LP0108940,Male,Yes,2,Not Graduate,Yes,6656,0,309,360,0,Semiurban
LP0106122,Female,No,2,Not Graduate,Yes,2064,0,291,360,1,Urban
LP0114638,Male,Yes,0,Not Graduate,Yes,10381,3533,146,360,0,Rural
LP0134773,Female,No,3+,Graduate,Yes,6309,3789,107,360,1,Rural
LP0123673,Male,Yes,3+,Not Graduate,Yes,13295,1666,180,360,1,Rural
LP0103552,Male,Yes,3+,Not Graduate,Yes,7008,0,61,360,1,Rural
LP0109741,Female,Yes,2,Graduate,Yes,9379,1353,354,360,1,Urban
LP0110661,Female,No,2,Not Graduate,No,15804,3487,516,360,1,Rural
LP0139753,Female,Yes,1,Graduate,No,10594,4530,83,360,1,Urban
LP0124391,Male,Yes,2,Graduate,No,3123,3057,340,180,1,Urban
LP0100456,Male,No,0,Not Graduate,No,8081,0,88,360,1,Semiurban
LP0131868,Male,No,0,Not Graduate,No,1331,4010,278,360,1,Urban
LP0111982,Male,Yes,2,Not Graduate,Yes,13132,4533,179,360,1,Rural
LP0122831,Female,Yes,0,Graduate,No,13203,0,303,240,1,Rural
LP0115680,Male,No,0,Graduate,Yes,15080,4251,74,480,1,Urban
LP0102239,Female,Yes,0,Graduate,No,4396,3223,258,360,1,Rural
LP0128234,Female,Yes,0,Not Graduate,Yes,9980,1519,370,360,1,Rural
LP0109305,Male,No,0,Not Graduate,No,15974,0,270,240,1,Rural
LP0135405,Male,No,3+,Graduate,No,6384,3739,279,360,1,Rural
LP0117228,Female,Yes,1,Graduate,Yes,5352,1560,271,360,1,Semiurban
LP0117373,Female,No,0,Graduate,Yes,12731,1737,521,360,0,Rural
LP0134952,Female,No,0,Not Graduate,Yes,9290,4906,560,360,1,Urban
LP0110892,Female,Yes,0,Graduate,Yes,6737,4095,116,360,1,Semiurban
